Bank,Tenant,Trans Date,Account,Contact,Amount,Type,Line Description
Bank C,BrightSmile Dental,26-Jul-2024 00:00:00,Materials,EBAY,£ 173.85,ACCPAYPAYMENT,London College Tweezers Dental Surgical Diagnostic Dental Forceps Veterinary Lab (274876236056)
Bank C,BrightSmile Dental,20-Aug-2024 00:00:00,Bank H,DIRECT 365,£ 8.83,SPEND,INV - 1887359
Bank C,BrightSmile Dental,21-May-2024 00:00:00,Dale Road inter company loan account,Next Dental,"£ 1,150.85",ACCPAYPAYMENT,South Cliff Dental Group - Central Portland NHS
Bank C,BrightSmile Dental,25-Jan-2025 00:00:00,Recruitment Costs,UCHECK,£ 64.20,SPEND,UCHECK HR05878570 - CHESHIRE - Card Ending: 7850
Bank C,BrightSmile Dental,20-May-2024 00:00:00,Printing and Stationery,,£ 10.20,ACCPAYPAYMENT,BSG - SINV01602429
Bank C,BrightSmile Dental,21-Jun-2024 00:00:00,"Power, Light and Heat",,"£ 5,414.53",ACCPAYPAYMENT,SSE - 0561836513 - 701906540 / 0020
Bank C,BrightSmile Dental,20-Apr-2024 00:00:00,General Waste,,£ 80.40,ACCPAYPAYMENT,Direct365 - 0001797621
Bank C,BrightSmile Dental,24-Jul-2024 00:00:00,Bank H,BSG,£ 64.80,SPEND,THE BUSINESS SUPPLIES GR - BRISTOL - Card Ending: 7850
Bank C,BrightSmile Dental,24-May-2024 00:00:00,Bewbush Dental Care Limited Intercompany,Incidental Ltd,£ 42.54,SPEND,SP INCIDENTAL - NEWCASTLE UPO - Card Ending: 7850
Bank C,BrightSmile Dental,07-Feb-2025 00:00:00,Recruitment Costs,UCHECK,£ 64.20,SPEND,UCHECK HR05892127 - CHESHIRE - Card Ending: 7850
Bank C,BrightSmile Dental,11-Jan-2025 00:00:00,Recruitment Costs,UCHECK,£ 64.20,SPEND,UCHECK HR05854168 - CHESHIRE - Card Ending: 7850
Bank C,BrightSmile Dental,24-Jul-2024 00:00:00,Printing and Stationery,BSG,£ 44.40,ACCPAYPAYMENT,A4 White Copier Paper [2500 Sheets]
Bank C,BrightSmile Dental,24-Jul-2024 00:00:00,Printing and Stationery,BSG,£ 22.20,ACCPAYPAYMENT,
Bank C,BrightSmile Dental,24-Apr-2024 00:00:00,Materials,,£ 998.69,ACCPAYPAYMENT,South Cliff Dental Group - Brighton NHS
Bank C,BrightSmile Dental,20-Apr-2024 00:00:00,Materials,,£ 70.71,ACCPAYPAYMENT,B&Q - 1461233739
Bank C,BrightSmile Dental,20-Aug-2024 00:00:00,General Waste,DIRECT 365,£ 1.66,ACCPAYPAYMENT,Excess Waste General taken on - 17/05/2024
Bank C,BrightSmile Dental,20-Aug-2024 00:00:00,General Waste,DIRECT 365,£ 0.48,ACCPAYPAYMENT,Excess Waste Recycling taken on - 17/05/2024
Bank C,BrightSmile Dental,21-May-2024 00:00:00,Materials,Next Dental,£ 934.00,ACCPAYPAYMENT,South Cliff Dental Group - Eastleigh NHS
Bank C,BrightSmile Dental,24-Apr-2024 00:00:00,Materials,,"£ 1,209.19",ACCPAYPAYMENT,South Cliff Dental Group - Dover NHS
Bank C,BrightSmile Dental,24-Apr-2024 00:00:00,Materials,,£ 223.41,ACCPAYPAYMENT,South Cliff Dental Group - Eastbourne Trinity NR NHS
Bank C,BrightSmile Dental,24-Jul-2024 00:00:00,Steyning inter company loan account,MediSAVEUK,£ 75.59,SPEND,MEDISAVE.CO.UK - WEYMOUTH - Card Ending: 7850
Bank C,BrightSmile Dental,20-Apr-2024 00:00:00,General Waste,,£ 54.59,ACCPAYPAYMENT,Direct365 - 00062635 - 0001784832
Bank C,BrightSmile Dental,19-Nov-2024 00:00:00,Recruitment Costs,UCHECK,£ 52.70,SPEND,UCHECK HR05589743 - CHESHIRE - Card Ending: 7850
Bank C,BrightSmile Dental,20-Aug-2024 00:00:00,Bank H,DIRECT 365,£ 37.42,SPEND,INV - 1880308
Bank C,BrightSmile Dental,23-Oct-2024 00:00:00,Recruitment Costs,UCHECK,£ 52.70,SPEND,UCHECK HR05306791 - CHESHIRE - Card Ending: 7850
Bank C,BrightSmile Dental,30-Oct-2024 00:00:00,Recruitment Costs,UCHECK,£ 52.70,SPEND,UCHECK HR05316078 - CHESHIRE - Card Ending: 7850
Bank C,BrightSmile Dental,26-Nov-2024 00:00:00,Recruitment Costs,UCHECK,£ 52.70,SPEND,UCHECK HR05646846 - CHESHIRE - Card Ending: 7850
Bank C,BrightSmile Dental,20-Apr-2024 00:00:00,General Waste,,£ 198.00,ACCPAYPAYMENT,Direct365 - 0001797579
Bank C,BrightSmile Dental,21-May-2024 00:00:00,Materials,Next Dental,£ 720.74,ACCPAYPAYMENT,South Cliff Dental Group - Eastbourne Trinity NHS
Bank C,BrightSmile Dental,20-Apr-2024 00:00:00,Printing and Stationery,,£ 10.20,ACCPAYPAYMENT,BSG - SINV01596070
Bank C,BrightSmile Dental,18-Mar-2025 00:00:00,Capital On Tap,,"£ 7,175.20",RECEIVE-TRANSFER,Bank Transfer from Bank E.
Bank C,BrightSmile Dental,16-Jan-2025 00:00:00,Recruitment Costs,UCHECK,£ 36.20,SPEND,UCHECK HR05885965 - CHESHIRE - Card Ending: 7850
Bank C,BrightSmile Dental,25-Dec-2024 00:00:00,Recruitment Costs,UCHECK,£ 36.20,SPEND,UCHECK HR05852597 - CHESHIRE - Card Ending: 7850
Bank C,BrightSmile Dental,20-Apr-2024 00:00:00,Bank H,DIRECT 365,£ 184.69,SPEND,"Required 0001776264, 1784936, 1799914 & 1803995"
Bank C,BrightSmile Dental,21-May-2024 00:00:00,Materials,Next Dental,£ 897.18,ACCPAYPAYMENT,South Cliff Dental Group - Dover NHS
Bank C,BrightSmile Dental,02-Oct-2024 00:00:00,Recruitment Costs,UCHECK,£ 32.70,SPEND,
Bank C,BrightSmile Dental,12-Feb-2025 00:00:00,Recruitment Costs,UCHECK,£ 64.20,SPEND,UCHECK HR05881477 - CHESHIRE - Card Ending: 7850
Bank C,BrightSmile Dental,17-Jan-2025 00:00:00,Capital On Tap,,"£ 8,062.45",RECEIVE-TRANSFER,Bank Transfer from Bank E.
Bank C,BrightSmile Dental,20-Apr-2024 00:00:00,Printing and Stationery,,£ 10.20,ACCPAYPAYMENT,BSG - SINV01594585
Bank C,BrightSmile Dental,21-Dec-2024 00:00:00,Recruitment Costs,UCHECK,£ 64.20,SPEND,UCHECK HR05745078 - CHESHIRE - Card Ending: 7850
Bank C,BrightSmile Dental,31-Oct-2024 00:00:00,Recruitment Costs,UCHECK,£ 32.70,SPEND,UCHECK HR05560621 - CHESHIRE - Card Ending: 7850
Bank C,BrightSmile Dental,02-Nov-2024 00:00:00,Recruitment Costs,UCHECK,£ 52.70,SPEND,UCHECK HR05571631 - CHESHIRE - Card Ending: 7850
Bank C,BrightSmile Dental,21-May-2024 00:00:00,Steyning inter company loan account,Next Dental,£ 916.62,ACCPAYPAYMENT,South Cliff Dental Group - Steyning NHS
Bank C,BrightSmile Dental,24-Apr-2024 00:00:00,Materials,,"£ 1,379.25",ACCPAYPAYMENT,South Cliff Dental Group - Hamble NHS
Bank C,BrightSmile Dental,28-Aug-2024 00:00:00,Other office costs,AMAZON,£ 61.98,ACCPAYPAYMENT,Dental 5W Wireless LED curing light lamp 1500mw suitable dental hospital clinic family essential (blue)
Bank C,BrightSmile Dental,24-Jul-2024 00:00:00,Printing and Stationery,BSG,£ 22.20,ACCPAYPAYMENT,"2-Ply White 200 Sheet Toilet Roll (Pack of 36) TWH200T


"
Bank C,BrightSmile Dental,20-Aug-2024 00:00:00,Printing and Stationery,BSG,£ 22.20,ACCPAYPAYMENT,"
Copier Paper A4 White Ream Wrapped (Pack of 2500) WX01087"
Bank C,BrightSmile Dental,20-Apr-2024 00:00:00,Materials,,£ 101.83,ACCPAYPAYMENT,B&Q - 1461931185
Bank C,BrightSmile Dental,20-Apr-2024 00:00:00,Repairs and Maintenance,,£ 111.77,ACCPAYPAYMENT,E K Fire Protection Ltd - INV-18671
Bank C,BrightSmile Dental,16-Sep-2024 00:00:00,Capital On Tap,,"£ 9,710.45",RECEIVE-TRANSFER,Bank Transfer from Bank E.
Bank C,BrightSmile Dental,30-Oct-2024 00:00:00,Recruitment Costs,UCHECK,£ 52.70,SPEND,UCHECK HR05281833 - CHESHIRE - Card Ending: 7850
Bank C,BrightSmile Dental,05-Mar-2025 00:00:00,Recruitment Costs,UCHECK,£ 64.20,SPEND,UCHECK HR06098312 - CHESHIRE - Card Ending: 7850
Bank C,BrightSmile Dental,20-Apr-2024 00:00:00,General Waste,,£ 128.10,ACCPAYPAYMENT,Direct365 - 00062635
Bank C,BrightSmile Dental,28-Nov-2024 00:00:00,Recruitment Costs,UCHECK,£ 52.70,SPEND,UCHECK HR05649669 - CHESHIRE - Card Ending: 7850
Bank C,BrightSmile Dental,20-Aug-2024 00:00:00,General Waste,DIRECT 365,£ 35.44,ACCPAYPAYMENT,
Bank C,BrightSmile Dental,16-Jan-2025 00:00:00,Recruitment Costs,UCHECK,£ 36.20,SPEND,UCHECK HR05877257 - CHESHIRE - Card Ending: 7850
Bank C,BrightSmile Dental,15-Nov-2024 00:00:00,Recruitment Costs,UCHECK,£ 32.70,SPEND,UCHECK HR05606091 - CHESHIRE - Card Ending: 7850
Bank C,BrightSmile Dental,18-Jul-2024 00:00:00,Materials,Next Dental,"£ 3,066.96",ACCPAYPAYMENT,South Cliff Dental Group - Admin
Bank C,BrightSmile Dental,20-May-2024 00:00:00,Printing and Stationery,,£ 10.20,ACCPAYPAYMENT,BSG - SINV01600785
Bank C,BrightSmile Dental,20-May-2024 00:00:00,Printing and Stationery,,£ 22.20,ACCPAYPAYMENT,A4 White Copier Paper [2500 Sheets]
Bank C,BrightSmile Dental,20-Apr-2024 00:00:00,Materials,VS DENT,£ 119.40,ACCPAYPAYMENT,Scaler Tips Salelec/ Dle Compatible Pd3
Bank C,BrightSmile Dental,20-Apr-2024 00:00:00,Materials,,£ 34.98,ACCPAYPAYMENT,Screwfix-1466044586
Bank C,BrightSmile Dental,20-Apr-2024 00:00:00,Materials,,£ 13.04,ACCPAYPAYMENT,B&Q - 1460330277
Bank C,BrightSmile Dental,17-Jun-2024 00:00:00,Capital On Tap,,"£ 10,209.90",RECEIVE-TRANSFER,Bank Transfer from Bank E.
Bank C,BrightSmile Dental,26-Nov-2024 00:00:00,Recruitment Costs,UCHECK,£ 32.70,SPEND,UCHECK HR05597234 - CHESHIRE - Card Ending: 7850
Bank C,BrightSmile Dental,12-Feb-2025 00:00:00,Recruitment Costs,UCHECK,£ 36.20,SPEND,UCHECK HR05973705 - CHESHIRE - Card Ending: 7850
Bank C,BrightSmile Dental,23-Oct-2024 00:00:00,Recruitment Costs,UCHECK,£ 32.70,SPEND,UCHECK HR05518661 - CHESHIRE - Card Ending: 7850
Bank C,BrightSmile Dental,02-Oct-2024 00:00:00,Recruitment Costs,UCHECK,£ 52.70,ACCPAYPAYMENT,SOUT143HO - MUTHEKEPALLI
Bank C,BrightSmile Dental,14-Jan-2025 00:00:00,Professional Subscriptions - Head office,Zoho,£ 14.16,ACCPAYPAYMENT,"Service : Zoho Assist
Plan : Unattended Access – Standard
Computers : 30
Payment Duration : Monthly
Start 13 January 2025 End 12 February
2025"
Bank C,BrightSmile Dental,25-May-2024 00:00:00,General Waste,EASTLEIGH BOROUGH COUNCIL,£ 387.40,ACCPAYPAYMENT,"Trade recycle collection, Trade refuse  collection"
Bank C,BrightSmile Dental,21-May-2024 00:00:00,Materials,Next Dental,"£ 2,315.29",ACCPAYPAYMENT,Battle Road - NHS
Bank C,BrightSmile Dental,24-Jul-2024 00:00:00,Printing and Stationery,BSG,£ 32.40,ACCPAYPAYMENT,2-Ply White 200 Sheet Toilet Roll (Pack of 36) TWH200T
Bank C,BrightSmile Dental,28-Aug-2024 00:00:00,Health and Safety,AMAZON,£ 16.99,ACCPAYPAYMENT,Kurtzy clear safety glasses for work (12 pack) - eye protection glasses/ safety goggles for adults.
Bank C,BrightSmile Dental,21-May-2024 00:00:00,"Power, Light and Heat",,£ 807.61,ACCPAYPAYMENT,SSE - IV00417785 INV Period 04/10/2023 to 14/01/2024
Bank C,BrightSmile Dental,09-Jan-2025 00:00:00,Recruitment Costs,UCHECK,£ 64.20,SPEND,UCHECK HR05862095 - CHESHIRE - Card Ending: 7850
Bank C,BrightSmile Dental,20-Apr-2024 00:00:00,Materials,,£ 117.78,ACCPAYPAYMENT,B&Q - 1463630174
Bank C,BrightSmile Dental,20-Apr-2024 00:00:00,Materials,Defib Pad,£ 262.78,ACCPAYPAYMENT,
Bank C,BrightSmile Dental,21-Jun-2024 00:00:00,General Waste,Direct365 - 00062635,£ 54.59,ACCPAYPAYMENT,Direct365 - 00062635 - 0001843283
Bank C,BrightSmile Dental,20-Apr-2024 00:00:00,Materials,Brewers Decorator Centres,£ 152.56,SPEND,WWW.BREWERS.CO.UK - EASTBOURNE - Card Ending: 7850
Bank C,BrightSmile Dental,22-Jun-2024 00:00:00,Laboratory Fees,ENLIGHTEN SMILE,£ 581.59,ACCPAYPAYMENT,As per Statement
Bank C,BrightSmile Dental,18-Jul-2024 00:00:00,Dale Road inter company loan account,EBAY,£ 795.00,SPEND,AB - Uploaded 17-11822-54213  in Dale road folder.
Bank C,BrightSmile Dental,15-Nov-2024 00:00:00,Recruitment Costs,UCHECK,£ 52.70,SPEND,UCHECK HR05594851 - CHESHIRE - Card Ending: 7850
Bank C,BrightSmile Dental,20-Aug-2024 00:00:00,Bank H,DIRECT 365,£ 2.64,SPEND,INV - 1886210
Bank C,BrightSmile Dental,21-May-2024 00:00:00,Materials,Next Dental,"£ 2,414.96",ACCPAYPAYMENT,South Cliff Dental Group - Brighton NHS
Bank C,BrightSmile Dental,24-Sep-2024 00:00:00,Interest Paid,Capital on Tap,"£ 2,540.38",SPEND,GG - No invoice please allocate as banking.
Bank C,BrightSmile Dental,04-Feb-2025 00:00:00,Advertising,Lacoudhir Design LTD.,£ 12.00,ACCPAYPAYMENT,Website hosting
Bank C,BrightSmile Dental,20-Apr-2024 00:00:00,Materials,,£ 52.68,ACCPAYPAYMENT,Screwfix-1468342045
Bank C,BrightSmile Dental,05-Mar-2025 00:00:00,Professional Subscriptions - Head office,E-Sign (UK) Ltd,£ 200.00,ACCPAYPAYMENT,Subscription (Standard (yearly)) - for period 04.03.25 - 03.03.26
Bank C,BrightSmile Dental,20-Apr-2024 00:00:00,Steyning inter company loan account,STEYNING,£ 22.20,SPEND,THE BUSINESS SUPPLIES GR - BRISTOL - Card Ending: 7850
Bank C,BrightSmile Dental,20-Apr-2024 00:00:00,Materials,,£ 37.48,ACCPAYPAYMENT,As per Statement
Bank C,BrightSmile Dental,26-Nov-2024 00:00:00,Recruitment Costs,UCHECK,£ 32.70,SPEND,UCHECK HR05576784 - CHESHIRE - Card Ending: 7850
Bank C,BrightSmile Dental,21-May-2024 00:00:00,Dale Road inter company loan account,Next Dental,£ 796.01,ACCPAYPAYMENT,South Cliff Dental Group - Shirley Dale NHS
Bank C,BrightSmile Dental,03-Dec-2024 00:00:00,Advertising,Lacoudhir Design LTD.,£ 12.00,ACCPAYPAYMENT,Website hosting
Bank C,BrightSmile Dental,20-Aug-2024 00:00:00,Printing and Stationery,BSG,£ 22.20,ACCPAYPAYMENT,Copier Paper A4 White Ream
Bank C,BrightSmile Dental,24-Apr-2024 00:00:00,Bank H,,£ 423.53,ACCPAYPAYMENT,South Cliff Dental Group - Broadstairs NHS
Bank C,BrightSmile Dental,20-Apr-2024 00:00:00,Materials,,£ 200.86,ACCPAYPAYMENT,B&Q - 1469302500
Bank C,BrightSmile Dental,12-Mar-2025 00:00:00,Recruitment Costs,UCHECK,£ 64.20,SPEND,UCHECK HR06107277 - CHESHIRE - Card Ending: 7850
Bank C,BrightSmile Dental,26-Nov-2024 00:00:00,Recruitment Costs,UCHECK,£ 32.70,SPEND,UCHECK HR05644283 - CHESHIRE - Card Ending: 7850
Bank C,BrightSmile Dental,20-May-2024 00:00:00,Printing and Stationery,,£ 10.20,ACCPAYPAYMENT,BSG - SINV01606020
Bank C,BrightSmile Dental,20-May-2024 00:00:00,Printing and Stationery,,£ 32.40,ACCPAYPAYMENT,BSG - SINV01602430
Bank C,BrightSmile Dental,31-Jan-2025 00:00:00,Recruitment Costs,UCHECK,£ 64.20,SPEND,UCHECK HR05964768 - CHESHIRE - Card Ending: 7850
Bank C,BrightSmile Dental,24-Jul-2024 00:00:00,Printing and Stationery,BSG,£ 10.20,ACCPAYPAYMENT,2-Ply White 200 Sheet Toilet Roll (Pack of 36) TWH200T
Bank C,BrightSmile Dental,20-Apr-2024 00:00:00,Materials,,£ 40.47,ACCPAYPAYMENT,B&Q - 1465258329
Bank C,BrightSmile Dental,20-May-2024 00:00:00,Printing and Stationery,,£ 10.20,ACCPAYPAYMENT,2-Ply White 200 Sheet Toilet Roll (Pack of 36) TWH200T
Bank C,BrightSmile Dental,20-Apr-2024 00:00:00,Materials,,£ 19.40,ACCPAYPAYMENT,Screwfix- 1468342010
Bank C,BrightSmile Dental,23-Oct-2024 00:00:00,Recruitment Costs,UCHECK,£ 32.70,SPEND,UCHECK HR05478793 - CHESHIRE - Card Ending: 7850
Bank C,BrightSmile Dental,25-Jul-2024 00:00:00,Computer Equipment,AMAZON,£ 479.99,ACCPAYPAYMENT,"ASUS Vivobook 15 X1504ZA 15.6"" Full HD Laptop (Intel i5-1335U, 16GB
RAM, 1TB PCIe SSD, Windows 11 Home)"
Bank C,BrightSmile Dental,20-Aug-2024 00:00:00,Printing and Stationery,BSG,£ 44.40,ACCPAYPAYMENT,
Bank C,BrightSmile Dental,20-Aug-2024 00:00:00,Bank H,BSG,£ 32.40,SPEND,THE BUSINESS SUPPLIES GR - BRISTOL - Card Ending: 7850
Bank C,BrightSmile Dental,20-Apr-2024 00:00:00,Materials,,£ 23.76,ACCPAYPAYMENT,ScrewFix - 1453658815
Bank C,BrightSmile Dental,20-Apr-2024 00:00:00,General Waste,,£ 29.42,ACCPAYPAYMENT,Direct365 - 0001821855
Bank C,BrightSmile Dental,23-Oct-2024 00:00:00,Recruitment Costs,UCHECK,£ 32.70,SPEND,UCHECK HR05515870 - CHESHIRE - Card Ending: 7850
Bank C,BrightSmile Dental,24-Apr-2024 00:00:00,Materials,,"£ 1,679.62",ACCPAYPAYMENT,South Cliff Dental Group - Gosport NHS
Bank C,BrightSmile Dental,24-Jul-2024 00:00:00,Printing and Stationery,BSG,£ 32.40,ACCPAYPAYMENT,"2-Ply White 200 Sheet Toilet Roll (Pack of 36) TWH200T


"
Bank C,BrightSmile Dental,20-Apr-2024 00:00:00,Materials,,£ 33.00,ACCPAYPAYMENT,ScrewFix - 1453308997
Bank C,BrightSmile Dental,24-Apr-2024 00:00:00,Materials,,£ 769.11,ACCPAYPAYMENT,South Cliff Dental Group - Mayfield NHS
Bank C,BrightSmile Dental,31-Jan-2025 00:00:00,Recruitment Costs,UCHECK,£ 64.20,SPEND,UCHECK HR05908605 - CHESHIRE - Card Ending: 7850
Bank C,BrightSmile Dental,31-Jan-2025 00:00:00,Recruitment Costs,UCHECK,£ 64.20,SPEND,UCHECK HR05965454 - CHESHIRE - Card Ending: 7850
Bank C,BrightSmile Dental,20-Dec-2024 00:00:00,Recruitment Costs,UCHECK,£ 64.20,SPEND,UCHECK HR05687256 - CHESHIRE - Card Ending: 7850
Bank C,BrightSmile Dental,08-Mar-2025 00:00:00,Recruitment Costs,UCHECK,£ 64.20,SPEND,UCHECK HR06116659 - CHESHIRE - Card Ending: 7850
Bank C,BrightSmile Dental,20-Sep-2024 00:00:00,Materials,EBAY,£ 141.09,ACCPAYPAYMENT,"Xcp type dental x ray film positioning kit positioner, dental x-ray  holders, dental mirror 24 heads examination tool"
Bank C,BrightSmile Dental,20-Apr-2024 00:00:00,Repairs and Maintenance,Brewers Decorator Centres,£ 62.71,ACCPAYPAYMENT,380ML GEOCEL CONTRACTORS DECORATORS CAULK WHITE
Bank C,BrightSmile Dental,20-Aug-2024 00:00:00,General Waste,DIRECT 365,£ 50.70,ACCPAYPAYMENT,
Bank C,BrightSmile Dental,20-Aug-2024 00:00:00,General Waste,DIRECT 365,£ 6.24,ACCPAYPAYMENT,Booked based on Payment Allocation Sheet
Bank C,BrightSmile Dental,21-Jun-2024 00:00:00,General Waste,Direct365 - 00079218,£ 15.46,ACCPAYPAYMENT,Direct365 - 00079218 - 0001862565
Bank C,BrightSmile Dental,21-May-2024 00:00:00,Materials,Next Dental,"£ 1,166.71",ACCPAYPAYMENT,South Cliff Dental Group - Gosport NHS
Bank C,BrightSmile Dental,20-Aug-2024 00:00:00,General Waste,DIRECT 365,£ 2.16,ACCPAYPAYMENT,"Excess Waste Recycling taken on - 09/05/2024 
Excess Waste Recycling taken on - 23/05/2024"
Bank C,BrightSmile Dental,20-May-2024 00:00:00,Printing and Stationery,,£ 10.20,ACCPAYPAYMENT,BSG - SINV01602428
Bank C,BrightSmile Dental,12-Feb-2025 00:00:00,Recruitment Costs,UCHECK,£ 64.20,SPEND,UCHECK HR06007320 - CHESHIRE - Card Ending: 7850
Bank C,BrightSmile Dental,18-Jun-2024 00:00:00,Capital On Tap,,"£ 10,209.90",RECEIVE-TRANSFER,Bank Transfer from Bank E.
Bank C,BrightSmile Dental,08-Jan-2025 00:00:00,Recruitment Costs,UCHECK,£ 64.20,SPEND,UCHECK HR05853963 - CHESHIRE - Card Ending: 7850
Bank C,BrightSmile Dental,29-Aug-2024 00:00:00,Computer Running Costs,EBAY,£ 5.99,ACCPAYPAYMENT,hard drive caddy case enclosure
Bank C,BrightSmile Dental,11-Oct-2024 00:00:00,Advertising,Lacoudhir Design LTD.,£ 12.00,ACCPAYPAYMENT,Website hosting
Bank C,BrightSmile Dental,25-Jan-2025 00:00:00,Interest Paid,Capital on Tap,"£ 2,081.69",SPEND,Interest Charge (26/12/2024 - 25/01/2025)
Bank C,BrightSmile Dental,25-May-2024 00:00:00,Materials,Wessex Medical,£ 102.00,ACCPAYPAYMENT,Wessex Medical- 44655
Bank C,BrightSmile Dental,21-May-2024 00:00:00,Materials,Next Dental,"£ 2,308.94",ACCPAYPAYMENT,South Cliff Dental Group - Hastings NHS
Bank C,BrightSmile Dental,20-Apr-2024 00:00:00,Printing and Stationery,,£ 32.40,ACCPAYPAYMENT,BSG - SINV01594584
Bank C,BrightSmile Dental,31-Oct-2024 00:00:00,Recruitment Costs,UCHECK,£ 32.70,SPEND,UCHECK HR05558126 - CHESHIRE - Card Ending: 7850
Bank C,BrightSmile Dental,16-Jan-2025 00:00:00,Recruitment Costs,UCHECK,£ 36.20,SPEND,UCHECK HR05877369 - CHESHIRE - Card Ending: 7850
Bank C,BrightSmile Dental,13-Dec-2024 00:00:00,Recruitment Costs,UCHECK,£ 64.20,SPEND,UCHECK HR05630092 - CHESHIRE - Card Ending: 7850
Bank C,BrightSmile Dental,26-Jul-2024 00:00:00,Steyning inter company loan account,EBAY,£ 99.00,SPEND,AB - Uploaded 13-11858-70777 in Steyning folder.
Bank C,BrightSmile Dental,29-Aug-2024 00:00:00,Materials,DENTAL SKY WHOLESALER,£ 299.64,ACCPAYPAYMENT,PSPiX 2 Standard Imaging Plates - Size 2 - 31 x 41 mm (2)
Bank C,BrightSmile Dental,02-Oct-2024 00:00:00,Recruitment Costs,UCHECK,£ 32.70,SPEND,
Bank C,BrightSmile Dental,02-Oct-2024 00:00:00,Recruitment Costs,UCHECK,£ 52.70,SPEND,
Bank C,BrightSmile Dental,19-Oct-2024 00:00:00,Recruitment Costs,UCHECK,£ 52.70,ACCPAYPAYMENT,Ucheck-3077187
Bank C,BrightSmile Dental,17-Dec-2024 00:00:00,Recruitment Costs,UCHECK,£ 64.20,SPEND,UCHECK HR05642710 - CHESHIRE - Card Ending: 7850
Bank C,BrightSmile Dental,02-Oct-2024 00:00:00,Recruitment Costs,UCHECK,£ 52.70,SPEND,
Bank C,BrightSmile Dental,02-Oct-2024 00:00:00,Recruitment Costs,UCHECK,£ 52.70,SPEND,
Bank C,BrightSmile Dental,16-Oct-2024 00:00:00,Card Processing Fees,Dojo,£ 526.10,ACCPAYPAYMENT,Invoice period 26 Jul to 25 Aug 2024
Bank C,BrightSmile Dental,24-Aug-2024 00:00:00,Computer Running Costs,EBAY,£ 2.99,ACCPAYPAYMENT,4k display port dp to hdmi female cable adaptor
Bank C,BrightSmile Dental,21-May-2024 00:00:00,Materials,Next Dental,£ 477.69,ACCPAYPAYMENT,South Cliff Dental Group - Eastbourne NHS
Bank C,BrightSmile Dental,20-Aug-2024 00:00:00,Printing and Stationery,BSG,£ 22.20,ACCPAYPAYMENT,Copier Paper A4 White Ream
Bank C,BrightSmile Dental,20-May-2024 00:00:00,Printing and Stationery,,£ 10.20,ACCPAYPAYMENT,2-Ply White 200 Sheet Toilet Roll (Pack of 36) TWH200T
Bank C,BrightSmile Dental,20-Apr-2024 00:00:00,Printing and Stationery,,£ 10.20,ACCPAYPAYMENT,BSG - SINV01598267
Bank C,BrightSmile Dental,24-Apr-2024 00:00:00,Materials,,"£ 1,500.59",ACCPAYPAYMENT,South Cliff Dental Group - Marlborough NHS
Bank C,BrightSmile Dental,31-Jan-2025 00:00:00,Recruitment Costs,UCHECK,£ 36.20,SPEND,UCHECK HR05947201 - CHESHIRE - Card Ending: 7850
Bank C,BrightSmile Dental,29-Oct-2024 00:00:00,Recruitment Costs,UCHECK,£ 52.70,SPEND,UCHECK HR05554366 - CHESHIRE - Card Ending: 7850
Bank C,BrightSmile Dental,02-Oct-2024 00:00:00,Recruitment Costs,UCHECK,£ 32.70,ACCPAYPAYMENT,SOUT143HO - SMITH
Bank C,BrightSmile Dental,19-Oct-2024 00:00:00,Recruitment Costs,UCHECK,£ 52.70,SPEND,
Bank C,BrightSmile Dental,20-Apr-2024 00:00:00,Materials,,£ 68.58,ACCPAYPAYMENT,B&Q - 1456272632
Bank C,BrightSmile Dental,20-Apr-2024 00:00:00,General Waste,,£ 10.10,ACCPAYPAYMENT,Direct365 - 0001799787
Bank C,BrightSmile Dental,17-Jul-2024 00:00:00,Materials,DAVIS SCHOTTLANDER & DAVIS LTD,£ 18.54,ACCPAYPAYMENT,Dental materials
Bank C,BrightSmile Dental,05-Nov-2024 00:00:00,Recruitment Costs,UCHECK,£ 32.70,SPEND,UCHECK HR05578210 - CHESHIRE - Card Ending: 7850
Bank C,BrightSmile Dental,21-Dec-2024 00:00:00,Recruitment Costs,UCHECK,£ 64.20,SPEND,UCHECK HR05785427 - CHESHIRE - Card Ending: 7850
Bank C,BrightSmile Dental,20-Apr-2024 00:00:00,Printing and Stationery,,£ 22.20,ACCPAYPAYMENT,BSG - SINV01594196
Bank C,BrightSmile Dental,16-Oct-2024 00:00:00,Advertising,Lacoudhir Design LTD.,£ 12.00,ACCPAYPAYMENT,Website hosting- Invoice recorded as per the payment dated 16th oct
Bank C,BrightSmile Dental,24-Jul-2024 00:00:00,Printing and Stationery,BSG,£ 10.20,ACCPAYPAYMENT,2-Ply White 200 Sheet Toilet Roll (Pack of 36) TWH200T
Bank C,BrightSmile Dental,20-Dec-2024 00:00:00,Recruitment Costs,UCHECK,£ 36.20,SPEND,UCHECK HR05743133 - CHESHIRE - Card Ending: 7850
Bank C,BrightSmile Dental,24-Dec-2024 00:00:00,Recruitment Costs,UCHECK,£ 64.20,SPEND,UCHECK HR05757516 - CHESHIRE - Card Ending: 7850
Bank C,BrightSmile Dental,06-Nov-2024 00:00:00,Recruitment Costs,UCHECK,£ 52.70,SPEND,UCHECK HR05523148 - CHESHIRE - Card Ending: 7850
Bank C,BrightSmile Dental,15-Nov-2024 00:00:00,Recruitment Costs,UCHECK,£ 32.70,SPEND,UCHECK HR05598009 - CHESHIRE - Card Ending: 7850
